Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
1864,03/29/2016,"Magdelen Islands, Quebec, Canada",Magdelen Islands,7.0,7.0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach.",2016
1865,04/04/2016," Pigeon Forge, Tennessee", Pigeon Forge,5.0,5.0,The helicopter crashed in a wooded hillside while on a sightseeing flight..,2016
1866,04/13/2016,"Kiunga, Papua New Guinea",Kiunga,12.0,12.0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure.",2016
1867,04/29/2016,"Sorta, Norway",Sorta,13.0,13.0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.,2016
1868,05/19/2016,175 miles off  Egyptian coast,175 miles off  Egyptian coast,66.0,66.0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.",2016
1869,07/22/2016,"Bay of Bengal, Indian Ocean",Bay of Bengal,29.0,29.0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area.",2016
1870,07/30/2016," Lockhart, Texas", Lockhart,16.0,16.0,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.,2016
1871,08/05/2016,"Dubai, United Arab Emirates",Dubai,300.0,0.0,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",2016
1872,08/31/2016,"Russian Mission, Alaksa",Russian Mission,5.0,5.0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.,2016
1873,10/24/2016,Malta International Airport,Malta International Airport,5.0,5.0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya.",2016
1874,11/28/2016," La Union, Colombia", La Union,77.0,71.0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble.",2016
1875,12/03/2016," Tanjung Pinanga, Indonesia", Tanjung Pinanga,13.0,13.0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight.",2016
1876,12/07/2016," Havlien, Pakistan", Havlien,48.0,48.0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.",2016
1877,12/18/2016," Wamena, Papua, Indonesia", Wamena,13.0,13.0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.,2016
1878,12/20/2016,"Puerto Carreno, Colombia",Puerto Carreno,6.0,5.0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out.",2016
1879,12/25/2016," Adar, Russia", Adar,92.0,92.0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore.",2016
1880,01/16/2017,"Bishkek, Kyrgyzstan",Bishkek,4.0,4.0,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog.",2017
1881,02/21/2017,"Melbourne, Victoria, Australia",Melbourne,5.0,5.0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. It is reported the plane suffered engine failure.",2017
1882,03/10/2017,"Istanbul, Turkey",Istanbul,7.0,7.0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots.",2017
1883,03/27/2017,"Mautaer, Zimbabwe",Mautaer,6.0,6.0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.,2017
1884,05/05/2017,"Charleston, West Virginia",Charleston,2.0,2.0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine.",2017
1885,05/27/2017,"Tenzing, Nepal",Tenzing,3.0,2.0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed.",2017
1886,06/07/2017," Dawei, Myanmar", Dawei,122.0,122.0,"The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea.",2017
1887,06/28/2017,"Mount Gambier, South Australia",Mount Gambier,3.0,3.0,The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.,2017
1888,07/10/2017," Itta Bena, Mississipi", Itta Bena,16.0,16.0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller.",2017
